path,filename,chroma_stft,rmse,spec_cent,spec_bw,rolloff,zcr,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,label
/Users/dohee/Documents/ds_study/data/genres/pop/pop.00012.au,pop.00012.au,0.38583064,0.16415471,2679.229420480153,2661.7580745039486,5533.5918807098315,0.12588517498066512,-50.826897,80.23306,-9.298024,20.283499,12.087592,6.780584,6.2779336,3.426205,-3.9560766,2.5737891,-5.7011876,0.4910229,-0.57155305,-0.5888251,-3.399248,-6.794382,-5.518141,-1.6231319,-1.6058781,-1.5109358,pop
/Users/dohee/Documents/ds_study/data/genres/pop/pop.00043.au,pop.00043.au,0.47351146,0.25418848,2702.9067309440616,2725.9295935466757,5775.678042524652,0.10325052566705337,-50.853703,68.05084,12.076206,36.321774,8.664504,19.5016,10.716682,12.310909,1.6588451,10.158866,4.8325033,1.6959492,2.7262328,3.1593668,2.458102,1.4157499,1.0634671,1.8988595,2.2660377,2.421802,pop
/Users/dohee/Documents/ds_study/data/genres/pop/pop.00084.au,pop.00084.au,0.40905848,0.17923316,3263.258088175465,3047.529076417464,6830.038926551624,0.13584263824439288,-112.48632,59.74963,14.487183,19.165525,15.12468,-3.2217548,6.0984907,-6.6846037,1.4646181,-1.171687,-1.2355337,-0.7678506,1.8864989,-0.6805378,-2.299131,-3.5012813,-3.895387,-3.396126,-2.4341416,-2.0811532,pop
/Users/dohee/Documents/ds_study/data/genres/pop/pop.00077.au,pop.00077.au,0.44521752,0.23100165,4036.598130091535,3342.1673491763763,8331.018094728828,0.21382753589037123,-34.210648,40.406387,17.489128,13.413984,13.248571,7.451953,18.189602,2.7271254,4.349294,5.8229604,-1.1435416,3.119577,2.4273856,-2.0804284,-1.2731378,0.15447512,2.3218353,4.3090773,2.1351736,2.950754,pop
/Users/dohee/Documents/ds_study/data/genres/pop/pop.00026.au,pop.00026.au,0.33496165,0.19562605,2525.591958741718,2848.409561321618,5552.801896026682,0.10349447747486465,-73.37298,97.49157,16.85425,-0.5943869,7.1818285,4.8678546,0.757125,-5.54804,0.9984068,4.92865,-5.8325953,-4.9275804,-0.031149738,-3.0371113,-0.1476843,-2.3753452,0.72812515,0.6892206,1.9680396,0.8018674,pop
/Users/dohee/Documents/ds_study/data/genres/pop/pop.00036.au,pop.00036.au,0.39462185,0.25651452,2944.4147300745813,3162.4492540467904,6878.242991861224,0.11505650920823667,-44.171143,76.18005,22.90793,16.79628,22.996109,3.277612,6.9057794,0.095068365,6.495517,6.5422907,0.8548563,2.7227676,4.5149565,2.8544383,1.3217162,1.802447,0.38091752,-1.1074566,-0.4259667,1.5640906,pop
/Users/dohee/Documents/ds_study/data/genres/pop/pop.00067.au,pop.00067.au,0.44719937,0.19133395,3889.142797928619,3271.0610895919717,8055.1083168684745,0.1909561098221191,-52.5842,37.49237,14.0829,18.178389,16.777842,5.952137,6.4206605,2.6906488,-0.4442707,3.2166364,-3.9433198,1.6200885,0.3167599,-0.13732655,-0.5116238,-1.5674168,2.0696542,1.2386512,4.5860524,1.626793,pop
/Users/dohee/Documents/ds_study/data/genres/pop/pop.00094.au,pop.00094.au,0.3329856,0.1985883,2806.8735131504363,2858.2355914634322,6104.063553599913,0.12851841949439288,-42.241444,82.16851,-2.2273607,19.91206,13.8555565,0.85311663,7.9228992,-0.71227854,6.8727417,-1.9014206,-4.6892295,-3.169999,-2.937237,3.6071599,-0.06599576,1.5997882,0.8589904,-1.2455215,2.5273066,0.7808853,pop
/Users/dohee/Documents/ds_study/data/genres/pop/pop.00053.au,pop.00053.au,0.27737978,0.17207895,2638.9450717614895,2753.6463322825375,5625.495191959107,0.10692755159996133,-145.93051,62.57327,-23.071827,-18.756535,-14.746655,-28.40494,3.1406605,-24.918982,-13.635363,-4.6096063,-24.374552,-15.802279,-17.456963,-11.70268,-8.2586565,-13.841823,-9.900414,-11.981186,-5.038985,-2.9069448,pop
/Users/dohee/Documents/ds_study/data/genres/pop/pop.00002.au,pop.00002.au,0.41781053,0.21508695,3214.0196781876043,3269.5879936798506,7424.267068318591,0.11886608480761794,-59.60099,62.97368,31.1168,16.918835,8.888802,10.814814,10.554176,5.1616035,5.3897095,6.1492314,2.269166,4.246997,4.121749,5.727116,5.0641093,5.67125,1.4162563,2.8106606,-1.4138898,-3.3864543,pop
/Users/dohee/Documents/ds_study/data/genres/pop/pop.00013.au,pop.00013.au,0.3561689,0.17301951,2150.0303330246825,2917.5456247039115,5224.7411316342805,0.05164452218677494,-161.62132,85.575264,53.263668,32.207474,27.18201,11.316002,7.8897896,8.760384,1.2601904,13.195227,0.065503895,4.827264,3.107736,2.347893,3.6737278,-2.8784375,-2.6172922,-3.1559954,-1.1923349,-1.4730018,pop
/Users/dohee/Documents/ds_study/data/genres/pop/pop.00042.au,pop.00042.au,0.3795776,0.22344695,3001.399838354504,2971.8793278148164,6442.932553744925,0.14367213179137664,-37.086514,68.89868,10.490168,23.945831,15.357448,3.5560462,11.680305,2.919626,2.5507562,4.7550306,-1.5914154,2.5622604,-1.0137556,-1.6478769,0.51025313,-2.8272688,-3.4260342,-4.1053457,-4.2154727,1.0942317,pop
/Users/dohee/Documents/ds_study/data/genres/pop/pop.00085.au,pop.00085.au,0.4438905,0.19529577,2516.390402631999,2465.9151104959374,5087.9478366081785,0.12202575164346481,-81.73381,78.610695,-17.252422,24.50192,8.414267,2.1506557,5.5259156,1.9490923,8.798312,-0.12679602,0.4980501,4.6413984,2.3908505,5.500485,0.62395775,-1.7902766,2.3145907,7.849369,5.016517,-3.3292646,pop
/Users/dohee/Documents/ds_study/data/genres/pop/pop.00076.au,pop.00076.au,0.47552854,0.24525866,3543.32110100659,3311.216250938861,7779.922973916038,0.14274050778228925,-38.281654,47.846977,20.056112,23.82138,19.781307,13.649931,14.685269,4.5588145,7.7040772,8.944438,5.4234066,1.1563926,1.0875108,4.3885894,4.5845714,2.5459714,-0.24560441,4.629299,3.0109627,-1.3079075,pop
/Users/dohee/Documents/ds_study/data/genres/pop/pop.00027.au,pop.00027.au,0.37761196,0.15790229,2682.2841411936142,2923.9677291945763,5956.0789882721865,0.1018672509425754,-75.35942,83.35071,10.695162,14.460498,14.239106,7.397377,5.2808986,-0.3932318,5.72108,3.3658254,-2.5226784,-4.2161746,-1.8445053,-5.9071975,-1.2714547,-3.7691813,-2.8537426,-0.9322696,-1.1161617,-2.7156475,pop
/Users/dohee/Documents/ds_study/data/genres/pop/pop.00037.au,pop.00037.au,0.45196876,0.24084239,3237.8331640737974,2954.2710451778385,6701.355971758991,0.16480568445475638,4.770377,64.47057,-2.4510317,10.431801,3.2528353,7.8335495,3.102925,1.4057889,6.74539,4.8804116,3.2767143,1.7484332,3.3328586,2.3468103,1.4260108,-0.60303575,-2.1771777,-1.6003815,-0.61300385,-4.047522,pop
/Users/dohee/Documents/ds_study/data/genres/pop/pop.00066.au,pop.00066.au,0.3543642,0.24325845,2844.938006939507,3219.56793663068,6841.255177367314,0.0997370154195669,-63.56813,79.03119,42.745155,16.09252,15.271024,10.789155,13.308312,3.6865609,4.9269943,10.664272,-0.016068343,3.4758782,3.4151354,-2.4490998,0.8538385,-5.114749,-4.291513,-1.5654281,-0.05966812,2.6608708,pop
/Users/dohee/Documents/ds_study/data/genres/pop/pop.00095.au,pop.00095.au,0.36581385,0.30359313,3047.49275477347,3306.7960072696064,7385.888671875,0.10640263981535189,-36.638824,73.07811,39.13519,20.312122,12.493178,2.14836,11.728564,-2.4226382,6.638518,3.1705885,-5.384551,-3.1425967,-5.773089,-7.6773415,-7.602811,-6.835557,-6.102331,-1.5734944,2.1192527,-1.5688884,pop
/Users/dohee/Documents/ds_study/data/genres/pop/pop.00052.au,pop.00052.au,0.5228801,0.32138827,3663.3969667910555,3276.436432947402,7777.549825079756,0.15602568517981438,-39.893642,35.581352,8.926843,15.078342,15.204771,10.564198,21.816221,10.004618,13.969252,16.552448,1.4722148,3.263471,0.06657284,0.9684916,7.6417656,7.6400003,9.40244,6.578614,1.1907499,-0.6419806,pop
/Users/dohee/Documents/ds_study/data/genres/pop/pop.00003.au,pop.00003.au,0.40990362,0.12934098,1837.4928261899654,2067.3993702071366,3671.361171784368,0.08532308886794276,-125.878746,126.59248,-23.16423,36.222904,20.941078,-1.178133,16.49263,-3.6442103,6.520102,9.341533,-6.4032426,3.8655267,-7.9430027,2.0448303,-2.3307312,-1.4820092,4.7480507,-3.500787,4.8901486,-3.1965349,pop
/Users/dohee/Documents/ds_study/data/genres/pop/pop.00081.au,pop.00081.au,0.3699757,0.09214439,2246.5077749351376,2684.309323138118,5154.995536361659,0.08596620021268368,-137.74448,100.25638,14.398747,15.412896,2.3271782,-1.0672591,-2.105049,-1.6893662,-5.314717,-1.7828498,1.7410487,-6.1848674,-3.032749,-9.778239,-6.661564,-3.9657829,-10.176235,-2.9669042,-3.5734053,-0.64741474,pop
/Users/dohee/Documents/ds_study/data/genres/pop/pop.00023.au,pop.00023.au,0.39335328,0.21067925,3758.780588956461,3293.5288823336773,7853.9235834179235,0.1775614184551431,-44.29027,51.353466,24.98347,12.159331,10.8779,7.6190543,8.214766,-0.76355875,5.9499288,4.7551455,-2.5091753,1.3244871,-1.9542975,-0.45069,0.23999718,-1.9988122,-1.9629549,-1.0330983,0.52279085,-0.37718767,pop
/Users/dohee/Documents/ds_study/data/genres/pop/pop.00072.au,pop.00072.au,0.48068455,0.23431744,2568.4472433296255,2558.809406796564,5349.876853429524,0.13159538440158547,9.566639,88.86886,-20.312077,5.110698,-2.9176505,-0.17563917,0.33215398,1.6097705,-2.2632651,-0.95023286,-6.214681,-2.9705684,-1.8106345,-0.32681242,-1.3463808,-1.6712211,-0.18919088,1.7147777,-0.1273157,-3.901235,pop
/Users/dohee/Documents/ds_study/data/genres/pop/pop.00046.au,pop.00046.au,0.41511118,0.20334217,2838.512094103497,3045.8682151180096,6486.948219529438,0.1221488604505027,-72.144135,81.281204,16.711231,8.694822,14.176612,-1.0479518,12.842173,-0.52597433,3.1425319,3.158665,-3.4713526,-1.1356595,-0.681559,-3.9962845,-1.0828953,1.7924242,3.5001466,5.922616,6.341417,2.4354627,pop
/Users/dohee/Documents/ds_study/data/genres/pop/pop.00017.au,pop.00017.au,0.43535957,0.14306945,2789.3877173532187,2795.7392913796725,6113.039884987674,0.12616349151682135,-53.10433,78.31422,2.2618344,18.830137,3.8708808,2.5123832,-3.8090515,6.80699,-0.8187623,8.751581,-4.80215,-2.151533,1.293491,-1.7429283,-1.9417518,-1.5897936,2.6281075,2.4259233,4.0184865,3.9073112,pop
/Users/dohee/Documents/ds_study/data/genres/pop/pop.00007.au,pop.00007.au,0.25170586,0.08430226,1967.744331977565,2326.1583264393216,4125.7567226471865,0.08230050331109823,-224.40593,107.35062,-1.587121,13.89054,8.119407,-9.372529,8.1145,9.291045,9.097891,6.0209804,-6.6624274,2.067856,6.1881623,8.312806,7.5629992,2.0551717,4.5488586,1.2237831,-1.6463919,-3.7158313,pop
/Users/dohee/Documents/ds_study/data/genres/pop/pop.00056.au,pop.00056.au,0.47322983,0.24992587,3682.741434796903,3222.7138441198144,7568.646112782772,0.14555350625966745,-80.39707,35.971542,20.43451,26.347641,17.400066,4.578968,13.495072,3.6207123,7.3269696,5.481911,3.9622955,5.3203077,3.5403306,0.51935947,0.1920046,-1.1236726,3.5288062,1.4388639,0.46885374,-1.7930021,pop
/Users/dohee/Documents/ds_study/data/genres/pop/pop.00062.au,pop.00062.au,0.32983235,0.39773378,2467.9251574059203,2624.8797622408765,5480.674825079756,0.09815737081883218,-6.970078,68.913506,3.7833157,28.208189,2.2899938,13.620598,1.0365926,5.998481,2.752038,15.02753,-8.769488,0.7971256,-7.2107625,2.934876,0.55779743,11.352592,11.470961,14.175334,-0.92836416,0.8000537,pop
/Users/dohee/Documents/ds_study/data/genres/pop/pop.00033.au,pop.00033.au,0.4230361,0.13989581,2835.1193750729913,2731.752386563178,5944.9793131888055,0.1370099061049884,-68.98024,73.7614,-12.468053,9.550569,-0.0406108,12.724537,3.1635811,-0.07432033,2.5329213,2.8792171,-1.67285,-3.015692,1.6231787,1.0967094,0.9344072,-0.41497242,-1.2391863,-0.7579691,-1.7024554,-1.0375841,pop
/Users/dohee/Documents/ds_study/data/genres/pop/pop.00091.au,pop.00091.au,0.42457318,0.26519835,3694.9173919656873,3245.8503218073524,7867.8210760767115,0.16674106063901778,-8.454617,42.056644,8.262312,17.968647,14.042866,7.3565307,5.724671,-1.8928553,4.611337,2.0782142,-1.0689781,-0.65995014,-2.4383576,-1.4805458,-3.7609415,-1.6544563,-2.3662357,0.05327845,-0.98366815,-2.602307,pop
/Users/dohee/Documents/ds_study/data/genres/pop/pop.00028.au,pop.00028.au,0.3494472,0.19454771,2945.9657787254996,3051.313426775141,6654.684044645446,0.12120741794760248,-45.62334,74.72908,15.965053,14.792886,8.999275,8.206913,5.6837645,5.250796,5.396192,2.4387598,0.77768695,1.17524,-2.3549674,-2.9473567,-2.5958152,-2.696771,-1.5035548,1.5576279,1.6043417,-0.01802921,pop
/Users/dohee/Documents/ds_study/data/genres/pop/pop.00079.au,pop.00079.au,0.35192028,0.037541915,1995.186312712328,2424.91901828124,4383.364110535093,0.07252581508604021,-273.31802,103.15287,8.712923,31.704931,12.510407,3.4897332,3.933359,-0.15388498,-3.9061587,3.2333577,-6.3654838,-1.5428928,-3.2172756,-6.771139,-3.8108754,-6.2389193,-5.6175365,-4.0192475,-2.3939455,-3.0811713,pop
/Users/dohee/Documents/ds_study/data/genres/pop/pop.00069.au,pop.00069.au,0.49693635,0.21548757,2327.3042886281555,2516.6762247449906,4929.812855731583,0.09544520072022429,-30.302328,88.46916,-6.565683,32.79242,8.502236,8.387787,2.0520325,6.863294,3.578138,2.7206445,1.2915945,3.2918952,1.5701153,2.377863,2.5288734,1.1006652,-1.5776114,-0.2624535,0.118331544,0.4255354,pop
/Users/dohee/Documents/ds_study/data/genres/pop/pop.00038.au,pop.00038.au,0.40066114,0.22168663,3267.7669115148387,3014.2803759052745,6921.259437083092,0.14650325671887085,-15.759891,59.259125,-1.6016735,12.55983,8.738309,3.9566615,2.0435913,4.2241693,4.9797945,2.8969738,2.3294625,1.9885526,1.7153721,-1.548799,-0.6098923,0.293465,-0.0017808293,2.7616816,2.2963195,0.056353647,pop
/Users/dohee/Documents/ds_study/data/genres/pop/pop.00018.au,pop.00018.au,0.4100085,0.20743433,3433.985232759774,3405.7666992378154,7932.862007866879,0.12767176322022428,-48.96048,62.627907,34.227123,12.322167,16.563198,8.6150255,8.765819,5.259592,6.7995486,9.060048,-4.08107,-0.7451282,-0.38003916,-0.47521967,0.6501815,1.7141889,1.3645209,1.9240904,3.8515856,1.6070632,pop
/Users/dohee/Documents/ds_study/data/genres/pop/pop.00049.au,pop.00049.au,0.32277596,0.14742191,1988.190130588844,2580.398916972383,4267.096471233323,0.06611396099187936,-170.91998,105.89472,31.076893,22.2533,12.815128,-5.1583705,11.237187,-2.1015575,-0.15285544,5.0800486,-11.545419,-3.6124885,1.3871292,-6.623908,-2.4314053,-7.361183,-2.5520244,-1.7074574,-6.140265,5.069442,pop
/Users/dohee/Documents/ds_study/data/genres/pop/pop.00059.au,pop.00059.au,0.47559872,0.25176802,3728.389159013531,3224.6342587686468,7635.0859533606435,0.14473441729505027,-77.92487,32.37364,20.107264,27.610147,16.27146,5.323757,13.487586,3.502206,7.344571,5.269122,4.007442,5.274864,3.7537491,0.7842269,0.405088,-0.7130379,3.0615726,1.4090439,0.547316,-1.9010549,pop
/Users/dohee/Documents/ds_study/data/genres/pop/pop.00008.au,pop.00008.au,0.40371543,0.19541577,2884.916266089355,3009.4714107494265,6428.876851163718,0.12125651041666667,-52.421513,74.03342,12.680926,24.495552,21.09758,1.9039341,6.8095055,4.729847,8.409067,8.243973,-2.2749782,-1.1975456,-2.6794713,0.2626681,-1.0600877,-0.83907866,-1.2490487,-2.3340123,3.812872,0.29528308,pop
/Users/dohee/Documents/ds_study/data/genres/pop/pop.00019.au,pop.00019.au,0.37659606,0.21086526,3131.3254321239874,2944.985724987451,6553.363079593242,0.15598678883894046,-25.120619,70.80853,2.9293947,7.533097,1.4523046,2.8564467,1.9144237,-6.8212695,0.29936555,-1.9430238,-6.645998,-0.24678163,-0.7579965,-4.2492867,-2.43824,-5.674394,-1.5684768,0.6676504,1.6919546,0.7857563,pop
/Users/dohee/Documents/ds_study/data/genres/pop/pop.00048.au,pop.00048.au,0.46497998,0.15650387,4052.736284531415,3426.4159902663764,8382.994217662414,0.2106100909947796,-52.642086,47.784138,13.462857,2.220573,13.260102,9.145648,14.452528,0.8663765,9.462137,6.998185,-0.6944442,1.7346818,8.505543,6.939219,3.184238,2.2537808,-0.90844876,2.0330076,2.2775354,3.4585626,pop
/Users/dohee/Documents/ds_study/data/genres/pop/pop.00058.au,pop.00058.au,0.3399333,0.16735059,2939.0735056773756,2629.1685773023933,5748.815663065545,0.14566604130413766,-87.756744,64.35611,-12.97293,16.032888,0.49571225,0.4093677,4.4360785,-2.724951,-0.3144534,-0.049785193,-5.9333587,-4.269221,-3.506904,-4.6224675,-4.0879188,-3.3189278,0.21254055,2.700192,2.48148,0.21681029,pop
/Users/dohee/Documents/ds_study/data/genres/pop/pop.00009.au,pop.00009.au,0.454658,0.15963759,3279.5319128282426,3026.2086958494724,6952.518387017836,0.1727420485305491,-35.28506,61.266712,14.046019,28.648966,4.323977,-1.36498,-0.7844544,5.1287475,5.3517685,1.225838,-7.2616506,-0.5204304,0.21532702,-1.2939972,-0.107450105,-1.2567121,-2.5306878,0.57411724,1.5747035,-1.7188455,pop
/Users/dohee/Documents/ds_study/data/genres/pop/pop.00029.au,pop.00029.au,0.35469094,0.23409334,2988.487255730714,3142.962821988948,6919.161073901537,0.11151920799497293,-40.52333,73.49026,22.620024,12.349806,14.86184,8.942539,5.3013206,9.018853,2.0854676,4.2992563,-3.1375759,1.8477222,2.035557,1.3906353,4.1209035,-0.34707138,-0.7501501,1.1579999,0.745481,-0.037412178,pop
/Users/dohee/Documents/ds_study/data/genres/pop/pop.00078.au,pop.00078.au,0.45499542,0.22339483,3123.1590150815546,2970.177092073625,6616.363936068011,0.14262155295340295,-42.77917,62.83609,4.7744255,24.058712,9.644877,-1.8775446,9.271585,-2.9615219,3.1853058,5.9304895,-4.7646003,3.0226665,-1.2427323,-3.5176892,-0.3216973,-1.4421915,-1.8625424,-0.021485602,-0.72855735,-0.98591906,pop
/Users/dohee/Documents/ds_study/data/genres/pop/pop.00068.au,pop.00068.au,0.40741667,0.245588,3262.9888387042474,2931.274188979255,6715.594864776682,0.1549981420388631,-29.299528,53.877113,-1.700412,15.489958,1.0905542,0.53732526,4.8971496,-3.2253232,-1.6960158,2.227417,-7.136839,-5.9993052,-2.9869275,-3.8006785,-4.8925123,-6.728302,-0.427179,-4.024591,4.3790174,4.4642267,pop
/Users/dohee/Documents/ds_study/data/genres/pop/pop.00039.au,pop.00039.au,0.3840544,0.27967092,3934.676108722786,3509.656095490421,8525.399801515372,0.18711179186001548,-19.463871,51.93026,36.98562,13.087389,14.581278,3.2041862,15.301873,-0.78220403,7.2343645,10.400962,-0.37910375,6.2263556,-1.1840758,-2.121196,-1.5716728,-0.7638324,0.023975722,2.8406339,0.8253881,1.8610222,pop
/Users/dohee/Documents/ds_study/data/genres/pop/pop.00088.au,pop.00088.au,0.43138164,0.23481187,3510.5451859317413,3148.4515676126957,7255.865096160818,0.17195732429427688,-42.878845,54.879192,17.034237,19.789734,6.8593764,2.7694364,11.8246565,1.2087954,7.942111,1.1286347,-4.0773544,0.12817997,-4.238941,-4.451601,-2.5105321,-2.8882313,0.60788506,0.8866183,2.3149657,1.9253587,pop
/Users/dohee/Documents/ds_study/data/genres/pop/pop.00098.au,pop.00098.au,0.3991621,0.21295623,3633.161730198139,3133.802296377424,7532.774094583817,0.18300841671500387,-26.940434,46.743637,8.683473,8.586894,6.084411,12.43607,6.9747324,2.4991586,1.1518143,7.257162,-3.1354444,1.2637734,3.8410106,4.6863008,1.707208,-0.98170704,-1.3003609,-2.679075,-1.2707309,-2.4859219,pop
/Users/dohee/Documents/ds_study/data/genres/pop/pop.00089.au,pop.00089.au,0.4370141,0.22049896,3400.226425903773,3070.516996215444,7052.723555775087,0.16564063406322505,-47.762146,55.56731,19.230349,24.48204,4.050312,1.544812,6.95316,-1.0432366,3.0896835,1.7900028,-3.0425475,1.9349972,-4.6770983,-2.5131195,-0.860277,-2.2851684,-1.6823615,-3.2232447,2.624563,1.8977158,pop
/Users/dohee/Documents/ds_study/data/genres/pop/pop.00099.au,pop.00099.au,0.3604772,0.13809818,2765.1075887034285,3222.448108646942,6871.273428436775,0.09597275594547564,-119.3696,85.97376,33.870014,9.980801,17.702011,0.51735157,9.578705,-5.3154035,4.174863,8.122891,-7.98327,1.573302,-2.9313238,-1.60814,-0.19623742,-2.434576,1.2034878,5.844037,1.6118617,7.5748696,pop
/Users/dohee/Documents/ds_study/data/genres/pop/pop.00041.au,pop.00041.au,0.28234515,0.08331509,2053.421991406216,2559.2979840466633,4506.526371719113,0.07533088324149265,-204.71895,101.62684,26.381647,9.190345,10.471229,5.1170764,-9.461806,9.306169,-12.484944,-2.4797275,6.2220006,-9.4853945,-2.5450127,-9.031072,-10.174723,-4.0439625,-7.7589335,-5.142255,-1.8246578,-4.419272,pop
/Users/dohee/Documents/ds_study/data/genres/pop/pop.00010.au,pop.00010.au,0.378008,0.18395777,1900.3844542030547,2420.0936287841605,4189.7318191705335,0.06617287195475638,-111.209496,103.16529,10.905522,34.357307,22.3399,17.869793,6.80789,6.3318367,5.4936476,0.6140278,0.3387118,3.8301575,2.0371509,-5.5155625,1.2020859,0.39945257,0.3403464,1.6778243,-4.0568786,-6.401182,pop
/Users/dohee/Documents/ds_study/data/genres/pop/pop.00024.au,pop.00024.au,0.41110682,0.20741427,3301.0929851622573,3175.46412669437,7301.5711100638055,0.14444628226508122,-40.904087,61.539993,9.868572,10.098781,8.45437,5.3719335,8.382931,3.5187213,8.25046,5.878693,-0.09783145,-0.5606232,0.55596256,-1.9817557,1.9108726,0.079080224,-1.2651287,1.2358273,1.498413,0.9474672,pop
/Users/dohee/Documents/ds_study/data/genres/pop/pop.00075.au,pop.00075.au,0.40934092,0.18559822,3644.7182701299485,3200.801723771361,7658.242889899942,0.1591457004060325,-68.860146,40.489044,25.370588,35.75651,13.383733,2.827908,12.753467,4.4852962,3.3516154,10.027184,-2.3804998,2.991067,-1.797354,-3.3833578,-1.5395714,-1.6549704,-3.513972,1.3786402,2.029009,1.5067811,pop
/Users/dohee/Documents/ds_study/data/genres/pop/pop.00086.au,pop.00086.au,0.3876648,0.13245592,3593.770316589631,3171.001978737726,7634.611323593387,0.18515413524748647,-50.462902,56.434635,12.568678,11.273363,-2.7383478,1.3627746,4.54315,-0.95957243,2.2985399,2.7476232,-1.9773546,2.5896602,-4.0241513,0.6780409,-1.4051561,3.3259354,3.0372941,2.6403577,2.0825977,1.3592513,pop
